,iShares S&P 500 Inf Tech Sector UCITS ETF USD AccI,Invesco STOXX Europe 600 UCITS ETF AccH,iShares Core S&P 500 UCITS ETF USD (Acc)H,Vanguard FTSE All-World UCITS ETF USD AccI,iShares MSCI Poland UCITS ETF USD (Acc),Xtrackers Spain UCITS ETF 1C,iShares MSCI India UCITS ETF USD Acc (EUR),iShares Core MSCI Japan IMI UCITS ETF USD Acc,iShares Healthcare Innovation UCITS ETF USD A,iShares FTSE MIB UCITS ETF EUR (Acc),iShares Core MSCI Europe UCITS ETF EUR (Acc),Amundi Euro Stoxx Banks UCITS ETF Acc,HSBC MSCI CHINA,ISHARES EMIM,SPDR Russell 2000 US Small Cap UCITS ETF,Invesco Physical Gold ETC,Xtrackers S&P 500 Equal Weight UCITS ETF,Vanguard Global Aggregate Bond ETF EUR Hgd Acc,iShares Bitcoin ETP,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),HSBC Hang Seng Tech UCITS ETF HKD,iMGP DBi Managed Futures R EUR ETF
Date,QDVEDE,SC0CDE,SXR8DE,VWCEDE,IBCJDE,XESPDE,QDV5DE,EUNNDE,HEALAS,CSMIBMI,IMAEAS,LYBKDE,H4ZPDE,IS3NDE,ZPRRDE,SGLDMI,XDEWDE,VAGFDE,IB1TDE,SXRTDE,H4ZXDE,DBMFEPA
2/19/2025,33.21,134.52,625.12,140,22.6,39.03,8.37,54.05,7.59,177.64,85.64,204.05,7.06,34.32,63.22,270.71,95.44,23.14,,202.55,7.51,
2/20/2025,32.88,134.28,618.16,138.72,22.5,39.22,8.36,53.84,7.57,177.3,85.53,204,7.14,34.35,61.95,271.06,94.36,23.22,,202.8,7.53,
2/21/2025,32.89,135.06,618.42,138.98,22.6,39.16,8.29,53.88,7.58,178.04,86.02,205.85,7.33,34.62,61.61,270.65,94.51,23.25,,202.55,7.91,
2/24/2025,32.1,134.96,610.36,137.38,22.14,39.36,8.22,53.41,7.56,178.34,85.89,207,7.01,33.9,60.38,270.71,93.91,23.28,,202.45,7.45,
2/25/2025,31.19,135.08,598.56,135.42,22.22,39.74,8.16,53.48,7.44,179.32,86,210.25,7.04,33.66,59.15,265.81,93.05,23.4,,202.7,7.55,
2/26/2025,31.8,136.44,606.64,137.22,22.69,40.38,8.19,53.97,7.52,181.7,86.85,215.4,7.25,34.17,60.2,266.96,93.88,23.39,,203.8,7.89,
2/27/2025,31.58,135.96,608.3,137.4,22.32,40.19,8.17,54.23,7.51,178.94,86.54,214.8,7.26,33.97,60.22,265.9,94.29,23.4,,201.8,7.89,
2/28/2025,30.75,135.98,601.12,135.82,22.32,40.5,7.99,53.41,7.42,179.14,86.53,214.15,7.04,33.17,59.54,263.74,93.61,23.44,,201.75,7.52,
3/3/2025,30.56,137.42,601,136.1,22.4,40.7,7.99,54.08,7.42,181.08,87.54,218.05,6.98,33.07,58.98,265.26,93.67,23.43,,205.6,7.35,
3/4/2025,29.42,134.46,580.42,131.9,21.37,39.52,7.86,52.71,7.25,174.86,85.6,209.25,6.9,32.56,56.25,266.33,90.59,23.46,,202.15,7.27,
3/5/2025,28.82,135.6,567.38,130.3,22.3,40.13,7.88,52.51,7.2,178.48,86.25,219.8,7.03,32.7,55.4,262.03,88.41,23.29,,204.3,7.52,
3/6/2025,28.95,135.54,568.46,130.52,22.65,40.27,7.91,52.66,7.21,179.7,86.31,225.3,7.16,32.83,55.61,259.38,88.54,23.19,,203.2,7.71,
3/7/2025,28.34,135.16,556.94,128.4,22.55,40.15,7.85,52.2,7.11,178.86,85.92,224.3,7.11,32.53,54.26,258.68,87.51,23.28,,204.65,7.68,
3/10/2025,27.83,133.32,553.88,127.38,22,39.6,7.79,51.79,7.07,177.24,84.75,218,6.96,32.15,54.46,257.99,88.35,23.28,,199.08,7.47,
3/11/2025,27.39,131.12,542.34,125.06,21.89,39.01,7.76,50.82,6.85,174.52,83.32,214.2,6.96,31.92,53.29,257.21,85.8,23.21,,198.62,7.58,
3/12/2025,27.94,132.3,547.16,126.4,22.33,38.91,7.78,51.86,6.94,177.44,84.04,217.9,6.96,32.17,53.56,259.37,85.67,23.18,,199.28,7.47,
3/13/2025,27.59,132.06,542.52,125.6,22.83,38.97,7.78,51.99,6.91,176.2,83.86,216.85,7.01,32.18,53.15,264.36,85.25,23.19,,197.78,7.49,
3/14/2025,28.07,133.62,549,127.08,23.58,39.56,7.82,52.59,6.96,179.16,84.81,222.55,7.18,32.63,53.96,264.41,86.08,23.21,,201.35,7.55,
3/17/2025,27.92,134.7,549.72,127.7,23.78,40.02,7.88,52.89,7.02,180.9,85.53,224.55,7.32,33.02,54.33,264.38,87.01,23.28,,203.35,7.75,
3/18/2025,27.78,135.4,546.32,127.2,24,40.68,8.01,52.66,6.99,183.06,85.94,230.3,7.32,32.99,54.16,267.48,86.68,23.24,,203.7,7.71,
3/19/2025,28.14,135.68,552.92,128.46,23.8,40.81,8.15,53.22,7.01,184.06,86.18,229.9,7.33,33.15,54.85,268.78,87.59,23.31,,204.7,7.7,
3/20/2025,28.16,135.04,556.2,128.74,23.5,40.44,8.24,53.4,7.02,181.6,85.75,224.25,7.13,32.99,55.34,269.61,87.9,23.31,,202.1,7.42,
3/21/2025,28.11,134.22,554.52,128.38,23.24,40.59,8.4,53.58,7.01,180.84,85.26,224.85,7.05,32.99,54.76,268.61,87.3,23.3,,201.45,7.27,
3/24/2025,28.86,134.1,567.14,130.46,23.73,40.53,8.57,53.5,7.09,180.84,85.17,225.8,7.05,33.24,56.15,268.77,88.98,23.24,,201.1,7.26,
3/25/2025,28.9,135.06,567.34,130.6,24.13,41.02,8.53,53.77,7.03,182.78,85.69,230.75,7.01,33.12,56.07,269.68,88.77,23.27,,203.7,7.16,
3/26/2025,28.43,134.22,565,130.02,23.61,40.88,8.46,53.4,6.93,181.22,85.13,228.65,7.01,33.05,55.7,269.58,88.85,23.2,,200.5,7.18,
3/27/2025,28.14,133.72,562.28,129.64,23.75,40.81,8.52,53.33,6.95,181.3,84.86,226.85,7.12,33.19,55.35,272.52,88.58,23.2,,200.1,7.31,
3/28/2025,27.32,132.72,549.04,126.9,23.41,40.43,8.42,52,6.85,179.7,84.22,222.1,6.92,32.43,53.87,274.42,86.94,23.27,,198.32,6.99,
3/31/2025,26.93,130.78,547.02,126.08,22.89,39.88,8.42,51.61,6.77,176.64,82.99,217.6,6.89,32.27,53.49,278.32,87.08,23.32,,196.14,6.94,
4/1/2025,27.46,132.1,553.82,127.52,23.38,40.38,8.4,51.49,6.8,178.74,83.88,221.25,6.93,32.56,53.92,278.94,87.77,23.45,,197.4,6.98,100
4/2/2025,27.58,131.46,553.66,127.3,23.56,40.52,8.44,50.92,6.73,178.26,83.46,220.65,6.84,32.41,54,277.74,87.87,23.38,,197.1,6.9,99.67
4/3/2025,25.51,127.96,523.3,121.3,22.22,40,8.19,48.46,6.53,171.94,81.28,210.35,6.63,31.33,50.18,270.93,83.07,23.59,,190.5,6.68,97.91
4/4/2025,24.22,121.38,501.08,115.8,20.75,37.79,7.91,46.43,6.3,160.76,77.22,191.22,6.22,29.74,47.94,264.99,79.58,23.58,,180.02,6.16,97.1
4/7/2025,23.65,116.08,487.44,112.52,20,35.72,7.86,46.03,6.09,152.42,73.62,184.82,5.82,28.78,47.38,263.25,77.72,23.39,,174.34,5.74,96.2
4/8/2025,24.8,119.52,505,115.94,20.77,36.72,8.07,47.75,6.25,155.94,75.79,191.12,5.87,29.19,48.58,265.5,79.48,23.27,,173.58,5.75,96.75
4/9/2025,23.58,115.02,479.34,110.5,20.22,35.9,7.79,45.69,5.85,151.68,73.08,185.62,5.74,27.98,45.44,268.58,75.03,23.11,6.98,185.18,5.7,95.74
4/10/2025,24.84,119.5,498.35,114.78,21.14,37.56,7.96,46.95,5.96,158.96,75.9,196.1,5.89,28.99,46.87,272.58,77.63,23.25,7.13,178.4,5.93,95.53
4/11/2025,24.7,119.6,492.63,113.92,20.93,37.44,7.82,46.57,5.97,157.76,75.89,195.8,5.87,29.12,45.99,275.13,76.36,23.11,7.26,180.16,5.94,94.58
4/14/2025,25.44,122.78,506.46,117.1,21.52,38.38,7.95,48.2,6.2,161.72,77.96,202.05,6.12,29.79,47.42,271.92,78.89,23.26,7.45,183.4,6.26,94.72
4/15/2025,25.66,124.82,510.5,118.3,21.7,39.28,8.11,49.05,6.25,166.24,79.15,208.25,6.13,30.11,48.25,274.78,79.66,23.21,7.53,184.92,6.17,94.88
4/16/2025,24.89,124.54,502,116.9,21.8,39.46,8.1,48.68,6.22,167.1,79.04,209.4,5.99,29.79,47.79,281.15,78.99,23.36,7.49,184.42,5.95,94.71
4/17/2025,24.33,124.14,494.92,115.82,22.06,39.34,8.27,49.26,6.15,166.8,78.83,207.25,5.97,29.85,47.43,279.22,78.32,23.35,7.43,185.26,5.91,94.99
4/22/2025,23.89,124.94,488.08,115.08,22.51,39.83,8.37,49.63,6.17,168.12,79.29,209.55,6.05,29.86,47.26,287.01,77.5,23.4,7.93,185.44,5.98,94.99
4/23/2025,25.05,127.06,504.72,118.42,23.23,40.42,8.41,50.29,6.34,170.5,80.65,216.6,6.26,30.6,49.08,277.26,79.69,23.34,8.13,190.24,6.27,95.65
4/24/2025,25.63,127.72,510.38,119.42,23.5,40.37,8.44,50.33,6.38,172.12,81.01,214.85,6.25,30.78,49.24,282.15,80.32,23.42,8.22,191.78,6.2,96.04
4/25/2025,25.91,128.2,512.68,119.8,23.4,40.86,8.29,50.41,6.37,174.58,81.31,218.15,6.24,30.61,49.27,277.33,80.12,23.41,8.37,193.74,6.14,95.49
4/28/2025,25.85,128.8,513.46,120.14,23.44,41.21,8.36,50.98,6.41,175.18,81.71,220.9,6.22,30.69,49.49,281.64,80.44,23.48,8.23,192.72,6.14,95.5
4/29/2025,26.13,129.36,516.3,120.7,23.47,41.18,8.38,51.3,6.45,176.96,82,223.15,6.21,30.85,49.67,279.91,80.6,23.48,8.32,193.5,6.17,95.29
4/30/2025,26.15,130.02,517.7,121.14,23.01,40.76,8.4,51.2,6.5,175.8,82.49,219.45,6.22,30.98,49.77,280.96,80.99,23.51,8.3,193.74,6.2,95.31
5/1/2025,27.34,132.32,532.36,124.14,23.45,41.35,8.49,51.52,6.61,179.12,83.94,223.9,6.43,31.92,51.23,275.38,82.57,23.51,8.3,193.74,6.2,95.31
5/2/2025,27.34,132.32,532.36,124.14,23.45,41.35,8.49,51.52,6.61,179.12,83.94,223.9,6.43,31.92,51.23,275.38,82.57,23.37,8.59,198.2,6.49,96.93
5/5/2025,27.21,132.78,531.94,124.44,23.34,41.65,8.6,52.07,6.61,179.84,84.27,225.35,6.47,32.4,51.36,281.83,83,23.33,8.29,198.84,6.55,94.94
5/6/2025,27,132.44,528.42,123.78,22.94,41.56,8.5,52.07,6.53,180.26,84,225.2,6.53,32.15,50.85,288.63,82.43,23.35,8.34,197.3,6.58,95.24
5/7/2025,26.89,131.8,526.14,123.14,23.16,41.26,8.36,51.72,6.35,179.34,83.6,224.85,6.37,31.75,50.68,287.55,82.43,23.41,8.55,197.12,6.38,95.6
5/8/2025,27.65,132.44,536.88,125,23.51,41.46,8.17,52.14,6.42,182.18,83.9,229.25,6.48,31.99,51.84,285.69,84.06,23.36,8.93,199.72,6.48,96.28
5/9/2025,27.58,133.1,535.48,124.94,24.22,41.69,8.21,52.11,6.43,184,84.33,231.25,6.48,32.16,51.91,285.85,83.86,23.35,9.14,199.86,6.43,96.53
5/12/2025,29.03,134.86,556.52,129.04,24.33,42.01,8.74,53.32,6.56,186.56,85.46,236,6.76,33.24,54.14,280.61,86.86,23.26,9.26,203.75,6.79,97.52
5/13/2025,29.73,134.94,561.46,129.72,24.52,42.33,8.66,52.6,6.49,187.38,85.5,236.25,6.72,33.16,54.42,280.25,87.28,23.25,9.26,204.6,6.71,96.61
5/14/2025,29.97,134.66,560.48,129.46,24.5,42.55,8.64,52.01,6.4,188.56,85.3,239.7,6.79,33.4,53.87,273.96,86.39,23.22,9.23,203.7,6.69,96.33
5/15/2025,30.07,135.6,562,129.92,24.17,42.82,8.77,52.62,6.41,188.76,85.68,239.05,6.66,33.29,53.87,277.11,86.83,23.27,9.19,204.7,6.54,96.37
5/16/2025,30.03,136.22,566.18,130.7,23.95,43.21,8.77,52.92,6.52,190,86.3,239.85,6.68,33.33,54.39,274.92,87.79,23.31,9.34,205.65,6.56,96.95
5/19/2025,29.74,136.62,562.2,130.08,23.89,43.35,8.73,52.43,6.51,190.96,86.55,242.5,6.64,33.11,53.66,276.73,87.22,23.26,9.31,206.4,6.52,95.55
5/20/2025,29.66,137.7,562.54,130.24,23.94,44.03,8.61,52.71,6.57,192.72,87.19,245.2,6.68,33.05,54.05,280.6,87.44,23.26,9.34,206.8,6.56,95.91
5/21/2025,29.55,137.62,556.74,129.32,23.61,43.96,8.57,52.47,6.53,192.82,87.16,245.2,6.67,33.04,53.06,281.33,85.82,23.19,9.57,205.2,6.55,95.01
5/22/2025,29.26,136.8,552.16,128.42,23.41,43.89,8.54,52.43,6.43,191.38,86.6,244.85,6.64,32.85,52.32,281.14,84.75,23.17,9.86,205.9,6.47,96.11
5/23/2025,28.67,135.58,544.86,127.14,23.03,43.38,8.61,52.41,6.39,187.62,85.83,239.35,6.61,32.75,51.85,285.41,83.93,23.2,9.67,202.15,6.39,95.45
5/26/2025,29,137.2,549.52,128.18,23.85,43.72,8.65,52.99,6.44,190.16,86.91,242.75,6.51,32.79,52.24,282.74,84.62,23.25,9.68,204.4,6.32,95.18
5/27/2025,29.28,137.44,554.48,129.08,23.94,43.75,8.64,53.78,6.5,190.88,87.01,243.6,6.51,32.74,53.07,279.97,85.44,23.33,9.7,205.35,6.35,95.41
5/28/2025,29.47,136.54,556.74,129.18,24.29,43.38,8.61,53.11,6.51,190.78,86.43,241.55,6.45,32.75,53.02,281.05,85.46,23.28,9.51,204.3,6.28,95.98
5/29/2025,29.48,136.36,553.66,128.6,23.92,43.38,8.59,53,6.52,190.26,86.27,242.5,6.47,32.69,52.59,281.16,84.65,23.42,9.45,203.5,6.36,95.28
